in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
0.000140526,0.0413916,0.00154603,0.866032,0.00183202,0.905216
0.000140623,0.0413897,0.00154627,0.866032,0.00183225,0.905216
0.000140727,0.0413897,0.00154651,0.866093,0.00183249,0.905216
0.000140698,0.0413897,0.00154663,0.866093,0.00183249,0.905216
0.000140593,0.0413897,0.00154687,0.866154,0.00183249,0.905216
0.00014037,0.0413897,0.00154699,0.866154,0.00183249,0.905216
0.000140288,0.0413897,0.00154675,0.866154,0.00183249,0.905216
0.000140452,0.0413878,0.00154639,0.866154,0.00183249,0.905216
0.000140742,0.0413878,0.00154651,0.866215,0.00183249,0.905155
0.000140735,0.0413878,0.00154663,0.866215,0.00183297,0.905155
