in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
6.45299e-05,0.0218469,0.000845496,0.465639,0.000976928,0.476137
6.45299e-05,0.0218431,0.000845615,0.465639,0.000976447,0.476076
6.4977e-05,0.0218412,0.00084484,0.465639,0.000975851,0.476076
6.54762e-05,0.0218412,0.000844959,0.465578,0.000975493,0.476076
6.54538e-05,0.0218412,0.000845734,0.465517,0.000975851,0.476076
6.52266e-05,0.0218412,0.00084633,0.465517,0.000975493,0.476076
6.49397e-05,0.0218412,0.000846509,0.465456,0.000975136,0.476015
6.43735e-05,0.0218412,0.000846211,0.465395,0.000975374,0.476015
6.39525e-05,0.0218412,0.000845436,0.465334,0.000975493,0.475954
6.39674e-05,0.0218431,0.000844959,0.465273,0.000975493,0.475893
