in_lp,in_nolp,out_lp,out_nolp,empty_lp,empty_nolp
2.37563e-05,0.00929743,0.000365259,0.199739,0.000423821,0.209687
2.36799e-05,0.00929552,0.000364752,0.199739,0.000424,0.209718
2.37246e-05,0.00929552,0.00036511,0.199708,0.000423821,0.209748
2.44045e-05,0.00929552,0.000365051,0.199708,0.000423523,0.209809
2.46839e-05,0.00929648,0.000365468,0.199708,0.000423552,0.209809
2.42965e-05,0.00929743,0.000365945,0.199708,0.000423672,0.20984
2.35384e-05,0.00929743,0.000365825,0.199708,0.000424089,0.20984
2.32832e-05,0.00929648,0.000365438,0.199708,0.000424,0.20987
2.36445e-05,0.00929457,0.000365438,0.199708,0.000423791,0.209901
2.43281e-05,0.00929457,0.000365408,0.199708,0.000423791,0.209901
